"Gene_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"NM_001281956"	54.7462731972279	1.02982341545931	0.426908245555909	2.41228279420628	0.0158529801032625	0.095824401379695
"NM_001320283"	15.2318613295799	-0.155833421860773	0.565570770918471	-0.27553301880807	0.782906761804363	0.90556978515724
"NM_006699"	4688.07619374985	0.168983442066569	0.172967491219817	0.976966485868811	0.32858574448407	0.588010754862735
"NM_003568"	467.624327885954	-0.431219522222616	0.16378373130711	-2.63285931258972	0.00846694113514736	0.0630378592874803
"NM_030806"	8189.91435847671	0.187897689610032	0.145801289587458	1.28872446973333	0.197493892376599	0.442288177596343
"NM_003953"	13.2936558440511	-0.341969829609304	0.381697020150245	-0.895919568548627	0.370295722049864	0.62752813606504
"NM_001364727"	229.001832208149	0.876383660693846	0.21099528363791	4.15356990726776	3.27328150599071e-05	0.00116246388844922
"NM_181864"	27.5616875041364	0.937540679769419	0.424212382922187	2.21007381564671	0.0271000397661811	0.134752676784283
"NM_001305275"	80.3878021734215	-0.0840644872990054	0.225412361495832	-0.372936456284629	0.709195737991193	0.867370019300291
"NM_007274"	96.8558349379428	0.986089155087803	0.257703887834623	3.82644267951676	0.000130008405103235	0.0033601627896101
"NM_004753"	113.936658932979	-0.517963442031382	0.188597033864582	-2.74640290686276	0.00602527175147087	0.0507117757557901
"NM_020780"	5711.65046913261	-0.174301587457325	0.220100738874998	-0.79191732089694	0.428408886705792	0.675932966494259
"NM_015164"	18571.0585989049	-0.306906478577481	0.142212024769817	-2.15809091442328	0.0309207640126815	0.145944635454344
"NM_004565"	1787.40536854478	0.178934293042303	0.164283983721192	1.08917673524386	0.276075956172477	0.532304047096161
"NM_201628"	696.283359495682	-0.168300579834416	0.27248578152381	-0.617649034357817	0.536806714458247	0.758345629844592
"NR_132415"	10.285096569919	0.463337948514849	0.575582657750962	0.804989417723774	0.420825786453083	0.669145764217611
"NM_017646"	40.2372965152748	0.857358314522588	0.325001585137889	2.63801271664209	0.00833934545837655	0.0626044378875806
"NM_001099439"	1287.97732770921	0.444695335430047	0.150970310990657	2.94558136968777	0.00322348349368683	0.0339331047600258
"NM_020883"	2307.97140942841	-0.0995389313547395	0.13321651397959	-0.747196637873211	0.454944873270903	0.694635996596004
"NM_001981"	369.673989353133	-0.362154831852918	0.185957439888956	-1.94751461446865	0.0514730693822767	0.201991728044365
"NM_001159969"	134.963258859747	0.595707481475695	0.330611606973146	1.80183474781659	0.0715714089864589	0.247811435783166
"NR_110628"	405.683716063051	-1.24556962103711	0.207475545533793	-6.00345268562858	1.93165074484908e-09	8.3359509870896e-07
"NM_001037340"	158.899575834258	-0.366729844117255	0.25962182585143	-1.41255398275767	0.157786907567449	0.393082364338425
"NM_005012"	149.899947281573	-0.49725398943537	0.197209806024482	-2.52144657235575	0.0116873422327584	0.0780672798952685
"NR_040077"	47.5162664892142	-0.440580831024749	0.276285971245802	-1.59465509246859	0.110789385475009	0.32086201206223
"NM_001002292"	14.4370275269374	-0.993969387643455	0.449419647610304	-2.21167319437119	0.0269892539481739	0.134389498418163
"NM_015534"	608.916381474284	0.170904326203966	0.167166649542942	1.02235898530743	0.306611025107404	0.564999168402618
"NM_001349109"	39.022898982062	-0.279402384462451	0.307047547330387	-0.909964553997271	0.3628412034592	0.620751420569986
"NM_006820"	938.551302453413	-0.397755341514805	0.221490639136998	-1.79581106932823	0.072524569668108	0.249957017580718
"NM_001308237"	19.0918983062536	0.467722724168313	0.415325914053758	1.12615829723491	0.260098521776446	0.515506476054775
"NM_012262"	2712.57197309048	-0.113593180248009	0.175170127629284	-0.648473468538017	0.516678765531351	0.743384754488985
"NM_001134492"	11.3670319651377	-0.658400278472138	0.480445076885831	-1.37039655550179	0.170563146743082	0.409899019786141
"NR_034089"	569.208757926128	-0.0523370142404212	0.143659006760865	-0.364314186910268	0.715623407133905	0.870429537510932
"NM_000110"	281.692449098638	-0.318768535534867	0.258849849581228	-1.23148047430036	0.218143215069479	0.467014059802233
"NR_126382"	14.2015072090355	-0.747574038011774	0.348724655098742	-2.14373726400302	0.0320539446054022	0.149154651556714
"NM_000701"	190.514607196621	1.52125025171954	0.2621897396465	5.80209680886285	6.54907297497973e-09	2.11966700537923e-06
"NR_144516"	89.4385011263057	0.581793372558349	0.219741734570024	2.64762346441272	0.0081059754390042	0.061533686688091
"NR_144517"	19.3050794361306	-0.366221119473065	0.322641219713331	-1.13507232522383	0.256345015943135	0.511576425454903
"NR_103556"	538.811268388473	0.224147944263043	0.164070703557794	1.36616677689863	0.17188662271891	0.411361097884024
"NM_001350522"	10.343014132802	0.309726404590816	0.436876171202743	0.708956965398508	0.478351182831037	0.715867927143422
"NM_014455"	4142.75099120803	0.16756541921417	0.154008294395628	1.08802853685085	0.276582509794612	0.533064220054821
"NM_020205"	1865.58763079279	-0.186477934528785	0.130874060357152	-1.42486550825955	0.154196081678775	0.38836051015426
"NM_001199654"	8.6035306650391	-0.558190287800911	0.417522154072188	-1.33691178385806	0.18125143389013	0.42281441394838
"NM_002585"	60.4993173640365	0.269959154228026	0.256887869956016	1.0508832288354	0.29331222397153	0.551237096611587
"NM_001353131"	260.131027184647	-0.257248380127278	0.155442129741997	-1.65494631702653	0.0979353878153643	0.297686871576676
"NM_022093"	42.2544881095708	-0.119778433759881	0.369134647083304	-0.324484398054487	0.745571332376474	0.88569247116895
"NM_020423"	162.203835943881	-0.0722462861803591	0.186733346052358	-0.38689547264955	0.698833592966006	0.860594881015063
"NM_181093"	22.0623942015663	-0.172886332327443	0.330663819588418	-0.522846232595501	0.601081263586143	0.80007461208807
"NM_032360"	1894.83437663053	0.0652051536838147	0.179399081970145	0.363464255043768	0.716258110105305	0.870798864979198
"NM_170692"	90.0423612388981	0.524631389635286	0.230787117753433	2.27322649003221	0.0230125347414187	0.121333397724007
"NM_021165"	4748.45211824446	-0.121893680959443	0.265518130822515	-0.459078559275194	0.646177752856436	0.830749966455585
"NM_018136"	702.70232077404	0.693954725585604	0.44478058038823	1.56021813043159	0.11870834255583	0.333911784848746
"NM_133494"	2301.5084431375	-0.528079147155579	0.184295712676007	-2.86539029849243	0.0041649555267225	0.0396183564631023
"NM_182665"	27.2446803173927	0.651088854001722	0.364680808393078	1.78536637798591	0.0742019085366281	0.253700125381581
"NM_002646"	4849.676735346	0.118336522752967	0.144790824305336	0.817292969500733	0.413761023558778	0.663715714009896
"NR_037850"	47.9551647173075	0.217878558599165	0.2666147419419	0.817203718790031	0.413812017692595	0.663715714009896
"NM_014053"	1581.44914620905	0.0512139714105019	0.144508540733671	0.354401000456361	0.723038384901848	0.874476026574527
"NM_014873"	11.3303187198905	2.33623963819758	0.691627593093772	3.37788668573382	0.000730451736850197	0.0121381134007977
"NM_206933"	26.3377342184681	0.168974023818944	0.292102544330413	0.57847501536244	0.562943460801447	0.77497421807721
"NM_001037175"	11.3910079893427	0.129938335920105	0.442000035042019	0.293978112259092	0.768774628638645	0.898644361462053
"NR_038845"	33.0481301083118	-0.500257317806868	0.240070858154669	-2.08379026780739	0.0371792489812168	0.164687304740749
"NM_012414"	3945.41887513165	0.202535152899049	0.166846108636844	1.21390396547927	0.224784398471075	0.475301353916344
"NM_017982"	1567.79673838967	0.327295362578089	0.26021934559368	1.25776721877222	0.208475954329979	0.455600903163262
"NM_001115113"	26.081563573838	0.311194439542436	0.296530878292628	1.04945036865718	0.293970886530905	0.551936637453739
"NM_018012"	176.202919640313	-0.00387264022804725	0.384054919361404	-0.0100835584517094	0.99195462073354	0.99657324542267
"NM_001167740"	91.7041105680252	0.166981775886403	0.199714207646899	0.836103639564949	0.403096601051273	0.655308070270683
"NM_014188"	4688.43167669478	0.110533022083889	0.132474589173274	0.834371503045874	0.404071670421041	0.655695608302877
"NM_022834"	178.873721704893	-0.0439503365709944	0.161190547855922	-0.272660755581517	0.785114004477488	0.906282608232464
"NM_001304360"	209.594364591306	0.506065838383033	0.367460708952442	1.377197142589	0.168451305042212	0.407287911144975
"NM_001301060"	12.5485507039626	0.208679941092992	0.397212321143423	0.525361198495258	0.599332121644561	0.798941191083047
"NM_001303012"	8.59864832316974	0.512371114255733	0.502070802861928	1.02051565503329	0.307483968490283	0.565609563439708
"NM_024848"	85.0305913845388	-0.0628397031348902	0.216391955422457	-0.29039759362685	0.771512084434407	0.899656794007691
"NM_001409"	1599.24410123466	-0.0245464209540362	0.185517228383173	-0.132313430768474	0.894736384557854	0.955182161429846
"NM_018836"	2920.27485722608	0.558189026367492	0.304574524110618	1.83268455560243	0.0668494953856732	0.236581427382548
"NM_015557"	16478.8810173592	0.603910158432331	0.236691435028958	2.55146603998766	0.01072707776995	0.0735858933149606
"NM_001199861"	32.145287611261	1.33299753979342	0.38768288872529	3.4383708400862	0.000585225644942803	0.0104321255881819
"NR_111987"	15.9261942018068	-1.0392139425554	0.648904230392442	-1.60149047252613	0.109268328553269	0.317569442230022
"NR_146203"	18.4409784241093	-0.786708799720875	0.297501362671022	-2.64438721442369	0.00818389754337867	0.061794153802645
"NM_024654"	2809.51020891049	0.042861462955896	0.12474894749206	0.343581760147707	0.731160843825864	0.878985444616253
"NM_018198"	2752.71005739896	0.268228684088108	0.172463804290025	1.55527523698271	0.119880532342951	0.335665280851197
"NR_132742"	127.94303199147	0.0393586056517746	0.220679885206541	0.178351577512095	0.85844687507136	0.939670976911302
"NM_001135585"	11.0992298244941	0.282783012272598	0.486285251059096	0.581516736641129	0.560892241600122	0.773848712713363
"NM_025106"	426.315676028378	-0.108848713916226	0.17789140182884	-0.611882939800295	0.540615209749289	0.761048871694714
"NM_001105562"	21.8942912059628	0.459271202475749	0.323302443866457	1.42056211200635	0.155444099665271	0.389933350615494
"NM_032315"	1381.57163439855	-0.496770291489675	0.167713717851885	-2.96201347064761	0.00305634412106157	0.0326277336042263
"NM_001297779"	18.3609978440125	-0.35961032078633	0.308488606064871	-1.1657167030367	0.243729004650233	0.49727002223839
"NM_017766"	16.901553927817	0.260121805792941	0.347461843743435	0.74863416077713	0.454077736607002	0.69413064051313
"NM_004958"	6459.62792829843	0.19220628642132	0.132869496885712	1.44657947028012	0.148014739504985	0.379359694584679
"NM_001079843"	144.153826827509	0.0860107350651516	0.291310447040664	0.29525455039086	0.767799433139889	0.898412607207155
"NM_005957"	20.8714862692625	0.231279889701036	0.360844972478759	0.640939759011468	0.521561822784627	0.746863943516931
"NM_001066"	486.142744338792	-0.324379346822009	0.178251858688398	-1.81978100654231	0.0687923612960448	0.24141745126096
"NM_018438"	555.642690254037	-0.178353044406441	0.152300604646767	-1.17105933243074	0.241574928934601	0.495237852022695
"NM_001330358"	59.2643120309021	0.369776976942407	0.270941135764624	1.36478713687701	0.172319962851933	0.412092122749686
"NM_001010847"	55.0252387836454	0.775714611696105	0.265051865288087	2.92665215109117	0.00342631864138774	0.0352580659867786
"NM_052929"	51.0665333850396	0.0631861519346483	0.302421276996834	0.208934214424701	0.834499594300356	0.928358087168668
"NM_033440"	8.48564342535808	0.071504761202389	0.571035552260795	0.125219455985347	0.900349814824884	0.957642969073207
"NR_027504"	195.980000910268	-0.417482134454228	0.174385039735392	-2.39402494094509	0.0166646155616067	0.0988013281485599
"NM_015001"	11607.2445738256	0.117322223386894	0.136930082510342	0.856803861036403	0.391553291506333	0.644637043276495
"NM_018994"	2753.45379850352	0.058047390352403	0.123432344942612	0.470276979501533	0.638157142262629	0.82621765941323
"NM_018715"	12.1252869572465	0.524610360906498	0.542236784479707	0.967493124631663	0.333297576639007	0.592570635320362
"NM_003000"	2375.17961997611	-0.0115387439247622	0.132148118633998	-0.0873167476316505	0.930419742178575	0.971564117351056
"NM_152375"	17.4235458481747	-1.04133920810013	0.586103345192063	-1.77671602907998	0.0756149736600009	0.256259350971015
"NM_001135254"	160.812529946039	1.13882076609676	0.264844769602201	4.29995566009207	1.7083228561928e-05	0.00070806792552317
"NM_032880"	4694.06154116268	0.524668423726198	0.195680404403995	2.68125173455276	0.00733473166038256	0.0572930994570654
"NM_001282162"	9.92703321950686	1.03477888091891	0.621368261227486	1.66532303866751	0.0958483245426608	0.293985782858504
"NM_001206540"	68.5777033596112	0.380543379114431	0.229095366533446	1.66106973210597	0.0966994425980255	0.29573070721922
"NM_020765"	12089.9427522902	0.20752355506594	0.122100071846936	1.69961861550818	0.0892026864952413	0.281616433100679
"NR_110078"	34.7193822244294	-0.331413283352469	0.25762292980536	-1.28642773996422	0.198293822381273	0.443406166191545
"NM_001039500"	124.879237184993	-0.596268888112895	0.247337572667259	-2.41074933210835	0.0159197857443856	0.0960651138922861
"NM_001113347"	9.51363643629939	-1.12238348642471	0.530538908862263	-2.11555357708194	0.0343827936492192	0.156336323230693
"NM_001032730"	136.580151991895	-0.00287676001503482	0.23974066684587	-0.0119994661434904	0.990426040981356	0.995921421842619
"NM_000147"	655.507469660963	-0.0425881329506275	0.160025043769936	-0.266134174672405	0.790135876178385	0.908381635611615
"NM_013943"	8414.89419796201	-0.452113417489742	0.158632782627483	-2.85006295673094	0.00437105761361125	0.0405525937950735
"NR_024498"	616.308025984475	0.323204437927842	0.149703664448226	2.15896143303573	0.0308531591251044	0.145813298910213
"NM_015627"	563.745178132742	-0.114005845260674	0.164222518932547	-0.694215665438068	0.487546969848767	0.722628656874446
"NM_020379"	44.7917208863465	0.179879566415325	0.215442162434513	0.834932050359464	0.403755967862037	0.65552957435126
"NM_003047"	154.101324798288	0.463005570564403	0.180642976600217	2.56309754897964	0.0103742896062593	0.0719280712184709
"NM_005517"	8762.76104852409	-0.49058640180826	0.15551067684955	-3.15467986987724	0.00160674301704816	0.0211064889566458
"NM_006015"	583.557309082648	0.524426509972741	0.177667610850868	2.95172827203118	0.00316000877568819	0.0334336441118689
